"Worker ID","Link to Individual Worker Page","Number of HITs approved or rejected - Lifetime","Number of HITs approved - Lifetime","Your Lifetime approval rate","Number of HITs approved or rejected - Last 30 days","Number of HITs approved - Last 30 days","Your Last 30 days approval rate","Number of HITs approved or rejected - Last 7 days","Number of HITs approved - Last 7 days","Your Last 7 days approval rate","CURRENT-vasr_annotator","UPDATE-vasr_annotator","CURRENT-passed_gvlab_solve_qualification","UPDATE-passed_gvlab_solve_qualification","CURRENT-passed_gvlab_create_qualification","UPDATE-passed_gvlab_create_qualification","CURRENT-inadequate","UPDATE-inadequate","CURRENT-gvlab_annotator","UPDATE-gvlab_annotator","CURRENT-analogies_qualification","UPDATE-analogies_qualification","CURRENT-Question aswering qualification","UPDATE-Question aswering qualification","CURRENT-QA - real world data","UPDATE-QA - real world data","CURRENT-Low Analogy Performance","UPDATE-Low Analogy Performance","CURRENT-Experiment RA01 Qualification Test Score","UPDATE-Experiment RA01 Qualification Test Score","CURRENT-Experiment CE01 Qualification Test Score","UPDATE-Experiment CE01 Qualification Test Score","CURRENT-Annotated VASR 1st batch","UPDATE-Annotated VASR 1st batch","CURRENT BlockStatus","UPDATE BlockStatus","BlockReason"
"A3BDGMH8GMN3DP","https://requester.mturk.com/workers/A3BDGMH8GMN3DP","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3BDTPHXKVWQRG","https://requester.mturk.com/workers/A3BDTPHXKVWQRG","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3BG20JPQLNKE1","https://requester.mturk.com/workers/A3BG20JPQLNKE1","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3BLJ6QSDTZC9U","https://requester.mturk.com/workers/A3BLJ6QSDTZC9U","8","8","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","100","","","","","","","","","","","","1","","Never Blocked","",""
"A3BNORV3OWTWDZ","https://requester.mturk.com/workers/A3BNORV3OWTWDZ","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3BUWQ5C39GRQC","https://requester.mturk.com/workers/A3BUWQ5C39GRQC","0","0","0.00%","0","0","0.00%","0","0","0.00%","1","","81","","","","","","100","","","","","","","","","","","","","","","","Never Blocked","",""
"A3BV9JVUB0YXJN","https://requester.mturk.com/workers/A3BV9JVUB0YXJN","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3BVTK7EAQ2J1Y","https://requester.mturk.com/workers/A3BVTK7EAQ2J1Y","5","5","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3C0Z70QH05XHK","https://requester.mturk.com/workers/A3C0Z70QH05XHK","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3C2BBS78HKHUM","https://requester.mturk.com/workers/A3C2BBS78HKHUM","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3CAK26YRNTXDB","https://requester.mturk.com/workers/A3CAK26YRNTXDB","7","7","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3CD7JSA6AJ2VL","https://requester.mturk.com/workers/A3CD7JSA6AJ2VL","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3CM7XYJJ7OVEO","https://requester.mturk.com/workers/A3CM7XYJJ7OVEO","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3CPJQFHAQVFI9","https://requester.mturk.com/workers/A3CPJQFHAQVFI9","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3D3MQ814FCE0W","https://requester.mturk.com/workers/A3D3MQ814FCE0W","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3DEZXXGPTA8OQ","https://requester.mturk.com/workers/A3DEZXXGPTA8OQ","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3DKKDV1WEZLYF","https://requester.mturk.com/workers/A3DKKDV1WEZLYF","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3DS9DP2JE8I4Z","https://requester.mturk.com/workers/A3DS9DP2JE8I4Z","69","69","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","100","","","","","","1","","","","","","1","","Never Blocked","",""
"A3DTPGXKABAFEJ","https://requester.mturk.com/workers/A3DTPGXKABAFEJ","121","121","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","90","","","","","","","","3","","9","","1","","Never Blocked","",""
"A3DUPRZSMU9W5R","https://requester.mturk.com/workers/A3DUPRZSMU9W5R","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3E13CFHGBR2J8","https://requester.mturk.com/workers/A3E13CFHGBR2J8","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3E4I2AYEZGYT5","https://requester.mturk.com/workers/A3E4I2AYEZGYT5","4","4","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3E6HPXTP1ZCV6","https://requester.mturk.com/workers/A3E6HPXTP1ZCV6","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3EE7AFOSEO7LL","https://requester.mturk.com/workers/A3EE7AFOSEO7LL","10","10","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3EOZDO1KYGXB2","https://requester.mturk.com/workers/A3EOZDO1KYGXB2","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3ERLSMII7G3S9","https://requester.mturk.com/workers/A3ERLSMII7G3S9","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3EZ3BRM1C5WKV","https://requester.mturk.com/workers/A3EZ3BRM1C5WKV","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3FC0TDAK5QY1G","https://requester.mturk.com/workers/A3FC0TDAK5QY1G","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3FL8LJ3D7LM6L","https://requester.mturk.com/workers/A3FL8LJ3D7LM6L","8","8","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3FSMZLC1BJVQX","https://requester.mturk.com/workers/A3FSMZLC1BJVQX","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3FTHN3J7Q2XVP","https://requester.mturk.com/workers/A3FTHN3J7Q2XVP","6","6","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3FTR5MN7ZLS8M","https://requester.mturk.com/workers/A3FTR5MN7ZLS8M","6","6","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3GLMBZSG3VU4P","https://requester.mturk.com/workers/A3GLMBZSG3VU4P","13","13","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3GMX5NBDE9MOZ","https://requester.mturk.com/workers/A3GMX5NBDE9MOZ","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3GQ3N00IBM717","https://requester.mturk.com/workers/A3GQ3N00IBM717","15","15","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3GRDYAGMTAU02","https://requester.mturk.com/workers/A3GRDYAGMTAU02","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3GSXEK11RFUG2","https://requester.mturk.com/workers/A3GSXEK11RFUG2","40","40","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3GW6PLPCEO892","https://requester.mturk.com/workers/A3GW6PLPCEO892","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3H5Q7RVM58FDL","https://requester.mturk.com/workers/A3H5Q7RVM58FDL","6","6","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3HIBPMNBW0ZP7","https://requester.mturk.com/workers/A3HIBPMNBW0ZP7","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3HJ1RFM8ZYNGZ","https://requester.mturk.com/workers/A3HJ1RFM8ZYNGZ","33","33","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","90","","","","","","","","","","","","1","","Never Blocked","",""
"A3HMDJQ7W9XXR5","https://requester.mturk.com/workers/A3HMDJQ7W9XXR5","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3HP7L563UF5DW","https://requester.mturk.com/workers/A3HP7L563UF5DW","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3HRNH1WGC4UI3","https://requester.mturk.com/workers/A3HRNH1WGC4UI3","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3HSONMX6LNZR4","https://requester.mturk.com/workers/A3HSONMX6LNZR4","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3HX3ZF3RWL28S","https://requester.mturk.com/workers/A3HX3ZF3RWL28S","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3I11HUO6VH8KY","https://requester.mturk.com/workers/A3I11HUO6VH8KY","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3I9FTHSULHPYS","https://requester.mturk.com/workers/A3I9FTHSULHPYS","94","94","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3I9XLIHPPWPN1","https://requester.mturk.com/workers/A3I9XLIHPPWPN1","41","41","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","100","","","","","","","","","","","","","","Never Blocked","",""
"A3IO4P2AU6NA18","https://requester.mturk.com/workers/A3IO4P2AU6NA18","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3IOAOY6RR12YN","https://requester.mturk.com/workers/A3IOAOY6RR12YN","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","100","","","","","","","","","","","","","","Never Blocked","",""
"A3IPMCB9WI5B3M","https://requester.mturk.com/workers/A3IPMCB9WI5B3M","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3IQWK3D4ABJKV","https://requester.mturk.com/workers/A3IQWK3D4ABJKV","1","0","0.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3IR7DFEKLLLO","https://requester.mturk.com/workers/A3IR7DFEKLLLO","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3IV0WT9R9F2HV","https://requester.mturk.com/workers/A3IV0WT9R9F2HV","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3J316V3IEGPE9","https://requester.mturk.com/workers/A3J316V3IEGPE9","11","11","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3J4QZVB7RJQ0U","https://requester.mturk.com/workers/A3J4QZVB7RJQ0U","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3J5SUOC912QFT","https://requester.mturk.com/workers/A3J5SUOC912QFT","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3J9HS8I5DUO9V","https://requester.mturk.com/workers/A3J9HS8I5DUO9V","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3JALH71LDP0TP","https://requester.mturk.com/workers/A3JALH71LDP0TP","249","249","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","100","","","","","","","","","","","","1","","Never Blocked","",""
"A3JE34XNJZL8AA","https://requester.mturk.com/workers/A3JE34XNJZL8AA","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3JLZG2PPNG0W2","https://requester.mturk.com/workers/A3JLZG2PPNG0W2","4","4","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3JM1E5G4LTTCD","https://requester.mturk.com/workers/A3JM1E5G4LTTCD","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3JNSBGUKVX3D7","https://requester.mturk.com/workers/A3JNSBGUKVX3D7","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3JZRD6IA5B1U2","https://requester.mturk.com/workers/A3JZRD6IA5B1U2","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3K0GYICW2CXM3","https://requester.mturk.com/workers/A3K0GYICW2CXM3","22","19","86.36%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3K5HNLPS3F0I8","https://requester.mturk.com/workers/A3K5HNLPS3F0I8","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3K78ZN2UFJ2W7","https://requester.mturk.com/workers/A3K78ZN2UFJ2W7","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3K813WH6NGYF2","https://requester.mturk.com/workers/A3K813WH6NGYF2","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3K82VQX10R4E4","https://requester.mturk.com/workers/A3K82VQX10R4E4","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3KC385CZNYEG5","https://requester.mturk.com/workers/A3KC385CZNYEG5","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3KF6O09H04SP7","https://requester.mturk.com/workers/A3KF6O09H04SP7","4","4","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","","","1","","","","","","","","","","Never Blocked","",""
"A3KFLQ999TBM7G","https://requester.mturk.com/workers/A3KFLQ999TBM7G","23","19","82.61%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3KK1BNF5H0N1Z","https://requester.mturk.com/workers/A3KK1BNF5H0N1Z","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3KNUQK6F02ZT6","https://requester.mturk.com/workers/A3KNUQK6F02ZT6","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","90","","","","","","1","","","","","","1","","Never Blocked","",""
"A3KSAP865D3L7D","https://requester.mturk.com/workers/A3KSAP865D3L7D","22","22","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","100","","","","","","","","","","","","1","","Never Blocked","",""
"A3KT8I71H2DICL","https://requester.mturk.com/workers/A3KT8I71H2DICL","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3L4JI1S352HB8","https://requester.mturk.com/workers/A3L4JI1S352HB8","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","60","","","","","","","","","","","","","","Never Blocked","",""
"A3LASP57VKHOA3","https://requester.mturk.com/workers/A3LASP57VKHOA3","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3LFB7XLW00Q61","https://requester.mturk.com/workers/A3LFB7XLW00Q61","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3LGH2ISF18Z9W","https://requester.mturk.com/workers/A3LGH2ISF18Z9W","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
